Report_Month,Company,Product_Category,Premium_Current_Month,Premium_YTD,Policies_Current_Month,Policies_YTD,Date
August-2022,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,29.84,143.6,2.0,12,2022-08-01
August-2022,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,22.26,93.35,3411.0,13543,2022-08-01
August-2022,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.79,3.63,27.0,80,2022-08-01
August-2022,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Total,55.54,246.25,3440.0,13635,2022-08-01
August-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-08-01
August-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,948.97,4299.76,21.0,68,2022-08-01
August-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,41.86,188.81,31.0,86,2022-08-01
August-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,772.61,2891.18,67663.0,286613,2022-08-01
August-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,327.88,1493.63,3556.0,17221,2022-08-01
August-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Total,2091.33,8873.38,71271.0,303988,2022-08-01
August-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-08-01
August-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,334.26,1433.45,11.0,30,2022-08-01
August-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,409.72,1525.44,196.0,645,2022-08-01
August-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,445.66,1911.88,43989.0,199439,2022-08-01
August-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,231.12,1078.44,2256.0,12613,2022-08-01
August-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Total,1420.76,5949.21,46452.0,212727,2022-08-01
August-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.03,0.11,0.0,1,2022-08-01
August-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Single Premium,95.18,367.07,20.0,82,2022-08-01
August-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,-0.61,0.0,0.0,0,2022-08-01
August-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,134.1,557.55,24654.0,107449,2022-08-01
August-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,5.68,23.04,115.0,524,2022-08-01
August-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Total,234.38,947.77,24789.0,108056,2022-08-01
August-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,4.02,33.8,3.0,21,2022-08-01
August-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0,2022-08-01
August-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,1.08,3.14,4.0,22,2022-08-01
August-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,64.39,347.09,11754.0,60353,2022-08-01
August-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.74,12.95,71.0,426,2022-08-01
August-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Total,71.25,396.98,11832.0,60822,2022-08-01
August-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,2.11,8.45,1.0,3,2022-08-01
August-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,198.11,903.66,9.0,29,2022-08-01
August-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,102.2,324.7,54.0,189,2022-08-01
August-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,149.47,601.75,20169.0,88364,2022-08-01
August-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,101.49,420.79,1233.0,13993,2022-08-01
August-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Total,553.37,2259.36,21466.0,102578,2022-08-01
August-2022,LIFE INSURANCE CORPORATION OF INDIA,Group Non Single Premium,441.41,1928.48,516.0,2255,2022-08-01
August-2022,LIFE INSURANCE CORPORATION OF INDIA,Group Single Premium,16732.84,77162.28,77.0,435,2022-08-01
August-2022,LIFE INSURANCE CORPORATION OF INDIA,Group Yearly Renewable Premium,94.73,239.29,2504.0,9358,2022-08-01
August-2022,LIFE INSURANCE CORPORATION OF INDIA,Individual Non Single Premium,2497.34,11217.69,1568300.0,6681193,2022-08-01
August-2022,LIFE INSURANCE CORPORATION OF INDIA,Individual Single Premium,2115.81,8652.07,85103.0,358089,2022-08-01
August-2022,LIFE INSURANCE CORPORATION OF INDIA,Total,21882.13,99199.82,1656500.0,7051330,2022-08-01
August-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.03,0.15,26.0,54,2022-08-01
August-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,65.73,264.76,0.0,0,2022-08-01
August-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,21.25,61.85,0.0,0,2022-08-01
August-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,166.97,620.43,24054.0,98359,2022-08-01
August-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,9.0,44.67,107.0,753,2022-08-01
August-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Total,262.98,991.87,24187.0,99166,2022-08-01
August-2022,PRAMERICA LIFE INSURANCE LIMITED.,Group Non Single Premium,0.0,0.0,0.0,0,2022-08-01
August-2022,PRAMERICA LIFE INSURANCE LIMITED.,Group Single Premium,36.4,117.39,0.0,17,2022-08-01
August-2022,PRAMERICA LIFE INSURANCE LIMITED.,Group Yearly Renewable Premium,1.73,17.17,6.0,31,2022-08-01
August-2022,PRAMERICA LIFE INSURANCE LIMITED.,Individual Non Single Premium,13.1,56.51,2790.0,12627,2022-08-01
August-2022,PRAMERICA LIFE INSURANCE LIMITED.,Individual Single Premium,0.68,2.58,11.0,41,2022-08-01
August-2022,PRAMERICA LIFE INSURANCE LIMITED.,Total,51.9,193.65,2807.0,12716,2022-08-01
August-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-08-01
August-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0,2022-08-01
August-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0,2022-08-01
August-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,0.0,0.0,0.0,0,2022-08-01
August-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,0.0,0.0,0,2022-08-01
August-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Total,0.0,0.0,0.0,0,2022-08-01
August-2022,SBI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,5.2,14.38,0.0,0,2022-08-01
August-2022,SBI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,981.13,3864.16,8.0,46,2022-08-01
August-2022,SBI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,78.65,184.08,38.0,137,2022-08-01
August-2022,SBI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,1088.11,4564.05,160921.0,714295,2022-08-01
August-2022,SBI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,547.71,1989.1,7180.0,29681,2022-08-01
August-2022,SBI LIFE INSURANCE COMPANY LIMITED,Total,2700.8,10615.77,168147.0,744159,2022-08-01
August-2022,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-08-01
August-2022,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Single Premium,28.5,126.67,1.0,2,2022-08-01
August-2022,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,1.93,28.13,1.0,14,2022-08-01
August-2022,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,42.69,188.71,22048.0,98613,2022-08-01
August-2022,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,2.68,16.49,825.0,3732,2022-08-01
August-2022,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Total,75.8,360.0,22875.0,102361,2022-08-01
August-2022,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-08-01
August-2022,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,126.63,212.43,0.0,2,2022-08-01
August-2022,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,190.47,690.06,7.0,16,2022-08-01
August-2022,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,99.19,411.99,16624.0,60221,2022-08-01
August-2022,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,10.61,47.6,210.0,1184,2022-08-01
August-2022,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Total,426.9,1362.07,16841.0,61423,2022-08-01
August-2022,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.36,1.75,0.0,8,2022-08-01
August-2022,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,18.59,71.01,41.0,111,2022-08-01
August-2022,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,17.92,80.8,1.0,4,2022-08-01
August-2022,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,3555.2,16198.89,96.0,416,2022-08-01
August-2022,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,20.09,102.86,36.0,170,2022-08-01
August-2022,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,1004.64,3964.11,430.0,1623,2022-08-01
August-2022,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,499.71,1929.89,48047.0,219872,2022-08-01
August-2022,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,4726.77,19376.94,589400.0,2610546,2022-08-01
August-2022,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,54.77,281.76,494.0,2590,2022-08-01
August-2022,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1669.05,6799.67,19896.0,95340,2022-08-01
August-2022,TATA AIA LIFE INSURANCE COMPANY LIMITED,Total,592.85,2397.05,48578.0,222644,2022-08-01
September-2022,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.44,2.9,0.0,1,2022-09-01
September-2022,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Single Premium,648.44,2063.37,8.0,53,2022-09-01
September-2022,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,16.76,99.54,18.0,126,2022-09-01
September-2022,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,223.62,1028.15,19443.0,96585,2022-09-01
September-2022,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,59.28,226.54,1028.0,3649,2022-09-01
September-2022,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Total,948.54,3420.5,20497.0,100414,2022-09-01
September-2022,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,21.07,99.68,0.0,3,2022-09-01
September-2022,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,36.84,174.24,3401.0,17861,2022-09-01
September-2022,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,9.65,80.53,262.0,1754,2022-09-01
September-2022,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Total,67.56,354.45,3663.0,19618,2022-09-01
September-2022,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.07,0.53,0.0,0,2022-09-01
September-2022,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,1.88,0.0,2,2022-09-01
September-2022,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,5.76,41.15,13.0,50,2022-09-01
September-2022,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,18.28,70.53,2407.0,10319,2022-09-01
September-2022,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.61,6.68,14.0,74,2022-09-01
September-2022,AVIVA LIFE INSURANCE COMPANY LIMITED,Total,25.71,120.76,2434.0,10445,2022-09-01
September-2022,AXIS MAX LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,AXIS MAX LIFE INSURANCE LIMITED,Group Single Premium,70.66,354.27,1.0,5,2022-09-01
September-2022,AXIS MAX LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,2.55,25.55,-2.0,45,2022-09-01
September-2022,AXIS MAX LIFE INSURANCE LIMITED,Individual Non Single Premium,419.47,2006.19,46882.0,235941,2022-09-01
September-2022,AXIS MAX LIFE INSURANCE LIMITED,Individual Single Premium,213.97,991.95,1013.0,4843,2022-09-01
September-2022,AXIS MAX LIFE INSURANCE LIMITED,Total,706.66,3377.97,47894.0,240834,2022-09-01
September-2022,BAJAJ LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,BAJAJ LIFE INSURANCE LIMITED,Group Single Premium,205.03,2612.21,5.0,68,2022-09-01
September-2022,BAJAJ LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,32.8,337.11,19.0,110,2022-09-01
September-2022,BAJAJ LIFE INSURANCE LIMITED,Individual Non Single Premium,380.46,1940.04,48288.0,253956,2022-09-01
September-2022,BAJAJ LIFE INSURANCE LIMITED,Individual Single Premium,52.14,262.7,566.0,2987,2022-09-01
September-2022,BAJAJ LIFE INSURANCE LIMITED,Total,670.43,5152.06,48878.0,257121,2022-09-01
September-2022,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Single Premium,0.3,1.04,2.0,6,2022-09-01
September-2022,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Yearly Renewable Premium,0.03,0.17,0.0,2,2022-09-01
September-2022,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Non Single Premium,0.06,0.53,60.0,628,2022-09-01
September-2022,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Single Premium,0.03,0.05,0.0,700,2022-09-01
September-2022,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Total,0.42,1.79,62.0,1336,2022-09-01
September-2022,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,14.99,93.37,0.0,5,2022-09-01
September-2022,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,2.43,10.89,2.0,2,2022-09-01
September-2022,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,68.95,312.89,9122.0,44422,2022-09-01
September-2022,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.91,13.71,36.0,211,2022-09-01
September-2022,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Total,88.29,430.86,9160.0,44640,2022-09-01
September-2022,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.06,0.31,1.0,4,2022-09-01
September-2022,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,25.32,278.41,1.0,11,2022-09-01
September-2022,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,5.59,216.49,0.0,15,2022-09-01
September-2022,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,149.08,601.42,18282.0,75537,2022-09-01
September-2022,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,25.38,123.07,159.0,868,2022-09-01
September-2022,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Total,205.43,1219.7,18443.0,76435,2022-09-01
September-2022,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Single Premium,9.97,14.42,0.0,0,2022-09-01
September-2022,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.06,0.71,0.0,1,2022-09-01
September-2022,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,39.48,167.66,4800.0,23913,2022-09-01
September-2022,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,-0.08,9.97,10.0,115,2022-09-01
September-2022,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Total,49.43,192.76,4810.0,24029,2022-09-01
September-2022,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,4.65,13.86,7.0,27,2022-09-01
September-2022,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.02,0.21,0.0,0,2022-09-01
September-2022,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,2.26,30.9,0.0,0,2022-09-01
September-2022,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,79.9,317.04,13265.0,57586,2022-09-01
September-2022,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,17.34,51.03,199.0,588,2022-09-01
September-2022,EXIDE LIFE INSURANCE COMPANY LIMITED,Total,104.17,413.04,13471.0,58201,2022-09-01
September-2022,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,1.85,7.52,0.0,0,2022-09-01
September-2022,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,52.43,196.03,1.0,13,2022-09-01
September-2022,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,25.33,118.67,3650.0,17193,2022-09-01
September-2022,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.47,4.1,21.0,101,2022-09-01
September-2022,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Total,80.08,326.33,3672.0,17307,2022-09-01
September-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,1024.89,5324.64,18.0,86,2022-09-01
September-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,50.32,239.13,23.0,109,2022-09-01
September-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,705.07,3596.25,68406.0,355019,2022-09-01
September-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,385.69,1879.32,4327.0,21548,2022-09-01
September-2022,HDFC LIFE INSURANCE COMPANY LIMITED,Total,2165.97,11039.35,72774.0,376762,2022-09-01
September-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,385.36,1818.81,14.0,44,2022-09-01
September-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,216.31,1741.75,172.0,817,2022-09-01
September-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,569.61,2481.49,50773.0,250212,2022-09-01
September-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,238.6,1317.04,3010.0,15623,2022-09-01
September-2022,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Total,1409.88,7359.09,53969.0,266696,2022-09-01
September-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.08,0.19,0.0,1,2022-09-01
September-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Single Premium,150.57,517.64,14.0,96,2022-09-01
September-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,152.64,710.19,27060.0,134509,2022-09-01
September-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,6.57,29.6,118.0,642,2022-09-01
September-2022,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Total,309.85,1257.62,27192.0,135248,2022-09-01
September-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,12.13,45.94,5.0,26,2022-09-01
September-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,2.35,5.49,5.0,27,2022-09-01
September-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,76.28,423.37,12531.0,72884,2022-09-01
September-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,2.64,15.59,82.0,508,2022-09-01
September-2022,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Total,93.4,490.38,12623.0,73445,2022-09-01
September-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.15,8.6,3.0,6,2022-09-01
September-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,206.54,1110.2,5.0,34,2022-09-01
September-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,103.12,427.82,44.0,233,2022-09-01
September-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,175.9,777.65,23402.0,111766,2022-09-01
September-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,133.25,554.04,1834.0,15827,2022-09-01
September-2022,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Total,618.95,2878.31,25288.0,127866,2022-09-01
September-2022,LIFE INSURANCE CORPORATION OF INDIA,Group Non Single Premium,567.71,2496.19,527.0,2782,2022-09-01
September-2022,LIFE INSURANCE CORPORATION OF INDIA,Group Single Premium,19715.92,96878.2,103.0,538,2022-09-01
September-2022,LIFE INSURANCE CORPORATION OF INDIA,Group Yearly Renewable Premium,93.7,332.99,3041.0,12399,2022-09-01
September-2022,LIFE INSURANCE CORPORATION OF INDIA,Individual Non Single Premium,2495.1,13712.8,1238104.0,7919297,2022-09-01
September-2022,LIFE INSURANCE CORPORATION OF INDIA,Individual Single Premium,2118.83,10770.9,81643.0,439732,2022-09-01
September-2022,LIFE INSURANCE CORPORATION OF INDIA,Total,24991.26,124191.08,1323418.0,8374748,2022-09-01
September-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.09,0.24,15.0,69,2022-09-01
September-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,72.83,337.59,0.0,0,2022-09-01
September-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,15.86,77.71,0.0,0,2022-09-01
September-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,198.75,819.18,26581.0,124940,2022-09-01
September-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,13.1,57.77,133.0,886,2022-09-01
September-2022,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Total,300.62,1292.49,26729.0,125895,2022-09-01
September-2022,PRAMERICA LIFE INSURANCE LIMITED.,Group Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,PRAMERICA LIFE INSURANCE LIMITED.,Group Single Premium,43.21,160.61,1.0,18,2022-09-01
September-2022,PRAMERICA LIFE INSURANCE LIMITED.,Group Yearly Renewable Premium,0.57,17.75,1.0,32,2022-09-01
September-2022,PRAMERICA LIFE INSURANCE LIMITED.,Individual Non Single Premium,12.57,69.08,2940.0,15567,2022-09-01
September-2022,PRAMERICA LIFE INSURANCE LIMITED.,Individual Single Premium,0.42,3.0,8.0,49,2022-09-01
September-2022,PRAMERICA LIFE INSURANCE LIMITED.,Total,56.78,250.43,2950.0,15666,2022-09-01
September-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,0.0,0.0,0,2022-09-01
September-2022,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Total,0.0,0.0,0.0,0,2022-09-01
September-2022,SBI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.74,15.12,0.0,0,2022-09-01
September-2022,SBI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,496.21,4360.37,37.0,83,2022-09-01
September-2022,SBI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,67.54,251.63,45.0,182,2022-09-01
September-2022,SBI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,1220.1,5784.15,176190.0,890485,2022-09-01
September-2022,SBI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,686.77,2675.87,8722.0,38403,2022-09-01
